id,timestamp,hour,day,month,datetime,timezone,source,destination,cab_type,product_id,name,price,distance,surge_multiplier,latitude,longitude,temperature,apparentTemperature,short_summary,long_summary,precipIntensity,precipProbability,humidity,windSpeed,windGust,windGustTime,visibility,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,icon,dewPoint,pressure,windBearing,cloudCover,uvIndex,visibility.1,ozone,sunriseTime,sunsetTime,moonPhase,precipIntensityMax,uvIndexTime,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime
9043bf77-1d45-4a93-9520-a083e0277f16,1543594384,16,30,11,11/30/2018 16:13,America/New_York,Back Bay,Northeastern University,Lyft,lyft_premier,Lux,13.5,1.08,1,42.3503,-71.081,40.13,38, Clear , Mostly cloudy throughout the day. ,0,0,0.62,3.46,4.47,1543554000,9.92,42.32,1543600800,31.57,1543665600,40.48,1543611600,28.1,1543658400, clear-day ,27.99,1016.84,291,0.12,2,9.92,269.9,1543578871,1543612479,0.79,4.00E-04,1543593600,28.64,1543579200,42.32,1543600800,29.29,1543579200,40.48,1543611600
d859ec69-b3ff-4af8-9abd-441e31430c94,1543432988,19,28,11,11/28/2018 19:23,America/New_York,Back Bay,Northeastern University,Lyft,lyft,Lyft,7,1.08,1,42.3503,-71.081,41.47,35.66, Overcast , Mostly cloudy throughout the day. ,0,0,0.63,9.54,14.86,1543431600,10,42.72,1543438800,37.59,1543485600,36.75,1543438800,32.25,1543478400, cloudy ,29.72,991.85,295,1,0,10,354.2,1543405940,1543439725,0.72,0,1543420800,33.82,1543399200,42.72,1543438800,30.19,1543399200,36.75,1543438800
009e9c53-074d-43cf-aef2-0fbc7a47ed3d,1543615981,22,30,11,11/30/2018 22:13,America/New_York,North End,West End,Uber,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,12,1.11,1,42.3647,-71.0542,40.13,38.08, Overcast , Mostly cloudy throughout the day. ,0,0,0.6,3.38,3.99,1543554000,9.833,42.52,1543600800,31.71,1543658400,40.53,1543611600,28.06,1543658400, cloudy ,27.31,1017.16,281,1,0,9.833,281.8,1543578867,1543612470,0.79,3.00E-04,1543593600,28.79,1543579200,42.52,1543600800,26.41,1543575600,40.53,1543611600
23f145da-f0c1-4d1f-a184-496bc003a7db,1544698211,10,13,12,12/13/2018 10:50,America/New_York,North End,West End,Uber,6c84fd89-3f11-4782-9b50-97c468b19529,Black,16,1.11,1,42.3647,-71.0542,20.38,20.38, Clear , Partly cloudy throughout the day. ,0,0,0.66,2.94,3.22,1544738400,9.831,33.83,1544731200,27.27,1544781600,32.85,1544734800,24.61,1544785200, clear-night ,10.87,1031.51,2,0.03,0,9.831,327.3,1544702792,1544735599,0.21,1.00E-04,1544716800,18.29,1544688000,33.83,1544731200,13.79,1544688000,32.85,1544734800
357559cb-8c58-4278-a41a-e33b2e0997a3,1544728504,19,13,12,12/13/2018 19:15,America/New_York,North End,West End,Uber,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,7.5,1.11,1,42.3647,-71.0542,32.85,32.85, Mostly Cloudy , Partly cloudy throughout the day. ,0,0,0.56,2.65,3.83,1544738400,9.959,33.83,1544731200,27.27,1544781600,32.85,1544734800,24.61,1544785200, partly-cloudy-day ,18.66,1033.65,76,0.64,0,9.959,330.8,1544702792,1544735599,0.21,1.00E-04,1544716800,18.29,1544688000,33.83,1544731200,13.79,1544688000,32.85,1544734800
50ef1165-9d23-416c-a65c-18906207b295,1545004511,23,16,12,12/16/2018 23:55,America/New_York,North End,West End,Uber,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,7.5,1.11,1,42.3647,-71.0542,41.29,36.01, Light Rain , Rain throughout the day. ,0.0567,0.94,0.86,8.3,8.3,1545015600,4.054,43.83,1544990400,34.25,1545044400,38.38,1544986800,28.3,1545044400, rain ,37.56,1012.72,57,1,0,4.054,325.3,1544962119,1544994839,0.3,0.1252,1544979600,39.22,1544954400,43.83,1544990400,33.98,1545019200,38.38,1544986800
91c4861c-1780-42b0-bca1-bbd64a422cc3,1544748008,0,14,12,12/14/2018 0:40,America/New_York,North End,West End,Uber,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,26,1.11,1,42.3647,-71.0542,31.25,31.25, Overcast , Partly cloudy throughout the day. ,0,0,0.64,2.62,3.54,1544738400,10,33.83,1544731200,27.27,1544781600,32.85,1544734800,24.61,1544785200, cloudy ,20.53,1035.06,173,0.91,0,10,326.7,1544702792,1544735599,0.21,1.00E-04,1544716800,18.29,1544688000,33.83,1544731200,13.79,1544688000,32.85,1544734800
e219e545-a006-4936-a6cc-7d00adf0e418,1543519081,19,29,11,11/29/2018 19:18,America/New_York,North End,West End,Uber,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,5.5,1.11,1,42.3647,-71.0542,43.49,37.19, Mostly Cloudy , Partly cloudy throughout the day. ,0,0,0.52,12.13,19.97,1543514400,9.796,44.61,1543510800,28.79,1543579200,38.21,1543510800,26.41,1543575600, partly-cloudy-day ,26.83,1007.12,313,0.53,0,9.796,309.7,1543492402,1543526092,0.75,0,1543510800,35.35,1543550400,44.61,1543510800,31.14,1543550400,38.21,1543510800
fa5fb705-03a0-4eb9-82d9-7fe80872f754,1543673584,14,1,12,12/1/2018 14:13,America/New_York,North End,West End,Uber,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,NA,1.11,1,42.3647,-71.0542,36.99,32.27, Partly Cloudy , Light rain in the morning and overnight. ,0,0,0.68,5.87,6.26,1543672800,9.91,44.66,1543690800,35.04,1543712400,43.99,1543690800,35.69,1543712400, partly-cloudy-day ,27.53,1022.32,344,0.44,1,9.91,280.1,1543665331,1543698851,0.82,0,1543683600,31.71,1543658400,44.66,1543690800,28.06,1543658400,43.99,1543690800
18d580ac-c91a-4b6d-aa75-ab62566f713e,1544940912,6,16,12,12/16/2018 6:15,America/New_York,North Station,Haymarket Square,Lyft,lyft_plus,Lyft XL,11,0.72,1,42.3661,-71.0631,40.36,35.52, Clear , Rain throughout the day. ,0,0,0.69,7.08,8.47,1545015600,10,43.78,1544990400,34.12,1545044400,38.39,1544986800,28.21,1545044400, clear-night ,30.94,1022.94,52,0.06,0,10,298.7,1544962122,1544994841,0.3,0.1246,1544979600,38.94,1544954400,43.78,1544990400,33.76,1545019200,38.39,1544986800

